2015-06-08 18:07:03,160 CONFIG [com.gigaspaces.logger] - Log file: /Users/dxd/git/ct3/logs/2015-06-08~18.07-gigaspaces-service-10.154.152.106-77023.log
-------------------------last log tuples start--------------------------------
Position [subject=a20, id=null, cell=Cell [x=2, y=0], time=2015-06-08 18:04:41.749, clock=0]
object notification: Tile [id=null, cell=Cell [x=2, y=5], subject=brown, time=2015-06-08 18:07:22.716, clock=0]
object notification: Tile [id=null, cell=Cell [x=3, y=0], subject=yellow, time=2015-06-08 18:07:22.718, clock=0]
object notification: Tile [id=null, cell=Cell [x=3, y=0], subject=yellow, time=2015-06-08 18:07:22.718, clock=0]
object notification: Tile [id=null, cell=Cell [x=3, y=1], subject=yellow, time=2015-06-08 18:07:22.719, clock=0]
object notification: Tile [id=null, cell=Cell [x=3, y=1], subject=yellow, time=2015-06-08 18:07:22.719, clock=0]
object notification: Tile [id=null, cell=Cell [x=3, y=2], subject=blue, time=2015-06-08 18:07:22.722, clock=0]
object notification: Tile [id=null, cell=Cell [x=3, y=2], subject=blue, time=2015-06-08 18:07:22.722, clock=0]
object notification: Tile [id=null, cell=Cell [x=3, y=3], subject=yellow, time=2015-06-08 18:07:22.724, clock=0]
object notification: Tile [id=null, cell=Cell [x=3, y=3], subject=yellow, time=2015-06-08 18:07:22.724, clock=0]
object notification: Tile [id=null, cell=Cell [x=3, y=4], subject=white, time=2015-06-08 18:07:22.726, clock=0]
object notification: Tile [id=null, cell=Cell [x=3, y=4], subject=white, time=2015-06-08 18:07:22.726, clock=0]
object notification: Tile [id=null, cell=Cell [x=3, y=5], subject=white, time=2015-06-08 18:07:22.728, clock=0]
object notification: Tile [id=null, cell=Cell [x=3, y=5], subject=white, time=2015-06-08 18:07:22.728, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=0], subject=yellow, time=2015-06-08 18:07:22.729, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=0], subject=yellow, time=2015-06-08 18:07:22.729, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=1], subject=yellow, time=2015-06-08 18:07:22.731, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=1], subject=yellow, time=2015-06-08 18:07:22.731, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=2], subject=blue, time=2015-06-08 18:07:22.733, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=3], subject=blue, time=2015-06-08 18:07:22.735, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=4], subject=white, time=2015-06-08 18:07:22.736, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=2], subject=blue, time=2015-06-08 18:07:22.733, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=3], subject=blue, time=2015-06-08 18:07:22.735, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=4], subject=white, time=2015-06-08 18:07:22.736, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=5], subject=yellow, time=2015-06-08 18:07:22.738, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=5], subject=yellow, time=2015-06-08 18:07:22.738, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=0], subject=brown, time=2015-06-08 18:07:22.739, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=0], subject=brown, time=2015-06-08 18:07:22.739, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=1], subject=white, time=2015-06-08 18:07:22.742, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=1], subject=white, time=2015-06-08 18:07:22.742, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=2], subject=brown, time=2015-06-08 18:07:22.745, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=2], subject=brown, time=2015-06-08 18:07:22.745, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=3], subject=brown, time=2015-06-08 18:07:22.749, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=3], subject=brown, time=2015-06-08 18:07:22.749, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=4], subject=brown, time=2015-06-08 18:07:22.751, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=4], subject=brown, time=2015-06-08 18:07:22.751, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=5], subject=blue, time=2015-06-08 18:07:22.753, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=5], subject=blue, time=2015-06-08 18:07:22.753, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=4], subject=brown, time=2015-06-08 18:07:21.009, clock=0]
org notification: Position [subject=a30, id=null, cell=Cell [x=3, y=5], time=2015-06-08 18:07:22.551, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=0], subject=blue, time=2015-06-08 18:07:21.011, clock=0]
org notification: Position [subject=a30, id=null, cell=Cell [x=4, y=1], time=2015-06-08 18:07:22.554, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=5], subject=blue, time=2015-06-08 18:07:21.011, clock=0]
org notification: Position [subject=a30, id=null, cell=Cell [x=2, y=2], time=2015-06-08 18:07:22.552, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=3], subject=white, time=2015-06-08 18:07:21.012, clock=0]
org notification: Position [subject=a40, id=null, cell=Cell [x=3, y=4], time=2015-06-08 18:07:22.559, clock=0]
org notification: Position [subject=a40, id=null, cell=Cell [x=1, y=3], time=2015-06-08 18:07:22.647, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=5], subject=white, time=2015-06-08 18:07:21.013, clock=0]
org notification: Position [subject=a40, id=null, cell=Cell [x=0, y=5], time=2015-06-08 18:07:22.649, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=1], subject=brown, time=2015-06-08 18:07:21.014, clock=0]
org notification: Position [subject=a40, id=null, cell=Cell [x=4, y=4], time=2015-06-08 18:07:22.679, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=0], subject=white, time=2015-06-08 18:07:21.014, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=4], subject=blue, time=2015-06-08 18:07:21.016, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=0], subject=brown, time=2015-06-08 18:07:21.017, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=3], subject=white, time=2015-06-08 18:07:21.019, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=1], subject=yellow, time=2015-06-08 18:07:21.021, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=5], subject=brown, time=2015-06-08 18:07:21.022, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=2], subject=brown, time=2015-06-08 18:07:21.025, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=0], subject=white, time=2015-06-08 18:07:21.026, clock=0]
Event processed @ctenv(functionToList(message(game_initialized)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
org notification: Tile [id=null, cell=Cell [x=2, y=1], subject=white, time=2015-06-08 18:07:21.024, clock=0]
Event processed @ctenv(functionToList(message(game_initialized)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
org notification: Tile [id=null, cell=Cell [x=1, y=4], subject=yellow, time=2015-06-08 18:07:21.026, clock=0]
Event processed @ctenv(functionToList(message(game_initialized)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
Event processed @ctenv(functionToList(message(game_initialized)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
org notification: Tile [id=null, cell=Cell [x=4, y=1], subject=white, time=2015-06-08 18:07:21.027, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=3], subject=blue, time=2015-06-08 18:07:21.027, clock=0]
Event processed @ctenv(functionToList(message(game_initialized)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
Event processed @ctenv(functionToList(message(game_initialized)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
Event processed @ctenv(functionToList(message(game_initialized)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
org notification: Tile [id=null, cell=Cell [x=2, y=2], subject=yellow, time=2015-06-08 18:07:21.029, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=2], subject=brown, time=2015-06-08 18:07:21.029, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=2], subject=yellow, time=2015-06-08 18:07:21.03, clock=0]
org notification: Position [subject=a10, id=null, cell=Cell [x=2, y=2], time=2015-06-08 18:07:23.318, clock=0]
object notification: Position [subject=a10, id=null, cell=Cell [x=2, y=2], time=2015-06-08 18:07:23.318, clock=0]
org notification: Goal [id=null, cell=Cell [x=2, y=3], agent=null, time=2015-06-08 18:07:23.312, clock=0]
Event processed @ctenv(functionToList(message(game_initialized)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
Event processed @ctenv(functionToList(message(game_initialized)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
Event processed @ctenv(functionToList(message(game_initialized)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
org notification: Tile [id=null, cell=Cell [x=3, y=4], subject=brown, time=2015-06-08 18:07:21.031, clock=0]
Event processed @ctenv(functionToList(message(game_initialized)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
org notification: Tile [id=null, cell=Cell [x=2, y=3], subject=brown, time=2015-06-08 18:07:21.032, clock=0]
Event processed @ctenv(functionToList(message(game_initialized)),LIST,0); if B(LIST=[actionresult([TYPE,ID,RESPONSE])]) then if B(TYPE=response) then ReceivedResponse(RESPONSE, ID) else if B(LIST=[actionresult([TYPE])]) then ReceivedEvent(TYPE) else if B(LIST=[actionresult([TYPE,AGENT,ID,RESPONSE])]) then if B(TYPE=proposal) then ReceivedProposal(AGENT, ID, RESPONSE)
org notification: Position [subject=a20, id=null, cell=Cell [x=0, y=2], time=2015-06-08 18:07:23.326, clock=0]
object notification: Position [subject=a30, id=null, cell=Cell [x=5, y=4], time=2015-06-08 18:07:23.335, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=5], subject=yellow, time=2015-06-08 18:07:21.032, clock=0]
org notification: Position [subject=a30, id=null, cell=Cell [x=5, y=4], time=2015-06-08 18:07:23.335, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=3], subject=yellow, time=2015-06-08 18:07:21.033, clock=0]
org notification: Position [subject=a40, id=null, cell=Cell [x=3, y=5], time=2015-06-08 18:07:23.344, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=3], subject=white, time=2015-06-08 18:07:21.035, clock=0]
Event processed UpdateTile(blue, 0, 0)
org notification: Tile [id=null, cell=Cell [x=3, y=5], subject=brown, time=2015-06-08 18:07:21.037, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=4], subject=brown, time=2015-06-08 18:07:21.038, clock=0]
Event processed UpdateTile(blue, 0, 0)
Event processed UpdateTile(brown, 0, 0)
Event processed UpdateTile(brown, 0, 0)
Event processed UpdateTile(white, 0, 0)
Event processed UpdateTile(white, 0, 0)
org notification: Tile [id=null, cell=Cell [x=2, y=0], subject=yellow, time=2015-06-08 18:07:21.051, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=4], subject=white, time=2015-06-08 18:07:21.049, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=5], subject=blue, time=2015-06-08 18:07:21.057, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=4], subject=blue, time=2015-06-08 18:07:21.057, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=5], subject=blue, time=2015-06-08 18:07:21.057, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=0], subject=brown, time=2015-06-08 18:07:21.058, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=0], subject=yellow, time=2015-06-08 18:07:21.059, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=0], subject=yellow, time=2015-06-08 18:07:21.06, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=5], subject=white, time=2015-06-08 18:07:21.06, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=1], subject=blue, time=2015-06-08 18:07:21.06, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=1], subject=blue, time=2015-06-08 18:07:21.059, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=1], subject=yellow, time=2015-06-08 18:07:21.064, clock=0]
Event processed UpdateTile(blue, 0, 0)
org notification: Tile [id=null, cell=Cell [x=3, y=1], subject=yellow, time=2015-06-08 18:07:21.064, clock=0]
Event processed UpdateTile(blue, 0, 0)
Event processed UpdateTile(yellow, 0, 0)
org notification: Tile [id=null, cell=Cell [x=4, y=2], subject=blue, time=2015-06-08 18:07:21.064, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=0], subject=yellow, time=2015-06-08 18:07:21.065, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=2], subject=brown, time=2015-06-08 18:07:21.066, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=2], subject=brown, time=2015-06-08 18:07:21.066, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=2], subject=yellow, time=2015-06-08 18:07:21.067, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=3], subject=yellow, time=2015-06-08 18:07:21.068, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=1], subject=blue, time=2015-06-08 18:07:21.069, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=3], subject=white, time=2015-06-08 18:07:21.07, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=2], subject=white, time=2015-06-08 18:07:21.071, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=3], subject=white, time=2015-06-08 18:07:21.07, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=4], subject=white, time=2015-06-08 18:07:21.071, clock=0]
Event processed UpdateTile(yellow, 0, 0)
org notification: Tile [id=null, cell=Cell [x=2, y=3], subject=blue, time=2015-06-08 18:07:21.072, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=4], subject=blue, time=2015-06-08 18:07:21.074, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=5], subject=yellow, time=2015-06-08 18:07:21.074, clock=0]
Event processed UpdateTile(yellow, 0, 1)
org notification: Tile [id=null, cell=Cell [x=3, y=4], subject=blue, time=2015-06-08 18:07:21.074, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=3], subject=white, time=2015-06-08 18:07:21.075, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=4], subject=blue, time=2015-06-08 18:07:21.075, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=5], subject=brown, time=2015-06-08 18:07:21.077, clock=0]
Event processed UpdateTile(yellow, 0, 1)
org notification: Tile [id=null, cell=Cell [x=3, y=5], subject=blue, time=2015-06-08 18:07:21.076, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=0], subject=blue, time=2015-06-08 18:07:21.077, clock=0]
Event processed UpdateTile(yellow, 0, 1)
org notification: Tile [id=null, cell=Cell [x=5, y=4], subject=yellow, time=2015-06-08 18:07:21.079, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=0], subject=blue, time=2015-06-08 18:07:21.081, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=5], subject=white, time=2015-06-08 18:07:21.082, clock=0]
Event processed UpdateTile(yellow, 0, 1)
Event processed UpdateTile(white, 0, 1)
org notification: Tile [id=null, cell=Cell [x=4, y=0], subject=white, time=2015-06-08 18:07:21.082, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=1], subject=white, time=2015-06-08 18:07:21.082, clock=0]
Event processed UpdateTile(white, 0, 1)
org notification: Tile [id=null, cell=Cell [x=2, y=5], subject=brown, time=2015-06-08 18:07:21.082, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=1], subject=white, time=2015-06-08 18:07:21.083, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=1], subject=white, time=2015-06-08 18:07:21.084, clock=0]
Event processed UpdateTile(yellow, 0, 1)
Event processed UpdateTile(yellow, 0, 1)
org notification: Tile [id=null, cell=Cell [x=5, y=2], subject=brown, time=2015-06-08 18:07:21.084, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=2], subject=brown, time=2015-06-08 18:07:21.086, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=2], subject=blue, time=2015-06-08 18:07:21.087, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=3], subject=blue, time=2015-06-08 18:07:21.087, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=0], subject=yellow, time=2015-06-08 18:07:21.088, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=3], subject=white, time=2015-06-08 18:07:21.089, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=3], subject=brown, time=2015-06-08 18:07:21.089, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=4], subject=blue, time=2015-06-08 18:07:21.09, clock=0]
Event processed UpdateTile(yellow, 0, 1)
Event processed UpdateTile(yellow, 0, 1)
org notification: Tile [id=null, cell=Cell [x=4, y=4], subject=blue, time=2015-06-08 18:07:21.099, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=4], subject=yellow, time=2015-06-08 18:07:21.1, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=5], subject=blue, time=2015-06-08 18:07:21.101, clock=0]
#########################Game Initialized
AGENT Thread-10: current phase name: Setup Phase
we have 0 goals
we have GoalWeight: 100  DistWeight: -10  ChipWeight: 5  CommWeight: 0 scoring
Event processed UpdateTile(white, 0, 2)
Event processed UpdateTile(white, 0, 2)
org notification: Tile [id=null, cell=Cell [x=3, y=1], subject=white, time=2015-06-08 18:07:21.103, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=5], subject=brown, time=2015-06-08 18:07:21.105, clock=0]
#########################Game Initialized
AGENT Thread-10: current phase name: Setup Phase
we have 0 goals
we have GoalWeight: 100  DistWeight: -10  ChipWeight: 5  CommWeight: 0 scoring
org notification: Tile [id=null, cell=Cell [x=3, y=2], subject=brown, time=2015-06-08 18:07:21.111, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=0], subject=yellow, time=2015-06-08 18:07:21.113, clock=0]
#########################Game Initialized
AGENT Thread-10: current phase name: Setup Phase
we have 0 goals
we have GoalWeight: 100  DistWeight: -10  ChipWeight: 5  CommWeight: 0 scoring
org notification: Tile [id=null, cell=Cell [x=3, y=3], subject=yellow, time=2015-06-08 18:07:21.113, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=1], subject=yellow, time=2015-06-08 18:07:21.125, clock=0]
#########################Game Initialized
AGENT Thread-12: current phase name: Setup Phase
we have 0 goals
we have GoalWeight: 100  DistWeight: -10  ChipWeight: 5  CommWeight: 0 scoring
setPhases in ClientGameStatus, the current phase is 
org notification: Tile [id=null, cell=Cell [x=5, y=2], subject=white, time=2015-06-08 18:07:21.149, clock=0]
#########################Game Initialized
AGENT Thread-12: current phase name: 
we have 0 goals
we have GoalWeight: 100  DistWeight: -10  ChipWeight: 5  CommWeight: 0 scoring
org notification: Tile [id=null, cell=Cell [x=5, y=3], subject=blue, time=2015-06-08 18:07:21.155, clock=0]
#########################Game Initialized
AGENT Thread-12: current phase name: 
we have 0 goals
we have GoalWeight: 100  DistWeight: -10  ChipWeight: 5  CommWeight: 0 scoring
org notification: Tile [id=null, cell=Cell [x=5, y=4], subject=blue, time=2015-06-08 18:07:21.184, clock=0]
Event processed UpdateTile(yellow, 0, 2)
org notification: Tile [id=null, cell=Cell [x=5, y=5], subject=brown, time=2015-06-08 18:07:21.187, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=5], subject=brown, time=2015-06-08 18:07:21.105, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=0], subject=brown, time=2015-06-08 18:07:21.218, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=1], subject=white, time=2015-06-08 18:07:21.22, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=2], subject=white, time=2015-06-08 18:07:21.223, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=3], subject=blue, time=2015-06-08 18:07:21.225, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=4], subject=brown, time=2015-06-08 18:07:21.228, clock=0]
Event processed UpdateTile(yellow, 0, 2)
org notification: Tile [id=null, cell=Cell [x=5, y=5], subject=brown, time=2015-06-08 18:07:21.23, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=4], subject=blue, time=2015-06-08 18:07:21.237, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=5], subject=yellow, time=2015-06-08 18:07:21.24, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=0], subject=yellow, time=2015-06-08 18:07:21.242, clock=0]
Event processed UpdateTile(blue, 0, 2)
setPhases in ClientGameStatus, the current phase is 
org notification: Tile [id=null, cell=Cell [x=4, y=1], subject=yellow, time=2015-06-08 18:07:21.244, clock=0]
#########################Game Initialized
AGENT Thread-10: current phase name: 
we have 0 goals
we have GoalWeight: 100  DistWeight: -10  ChipWeight: 5  CommWeight: 0 scoring
org notification: Tile [id=null, cell=Cell [x=4, y=2], subject=blue, time=2015-06-08 18:07:21.246, clock=0]
setPhases in ClientGameStatus, the current phase is Setup Phase
org notification: Tile [id=null, cell=Cell [x=4, y=3], subject=blue, time=2015-06-08 18:07:21.248, clock=0]
org notification: Tile [id=null, cell=Cell [x=4, y=4], subject=blue, time=2015-06-08 18:07:21.25, clock=0]
setPhases in ClientGameStatus, the current phase is Setup Phase
#########################Game Initialized
AGENT Thread-12: current phase name: Setup Phase
we have 0 goals
we have GoalWeight: 100  DistWeight: -10  ChipWeight: 5  CommWeight: 0 scoring
#########################Game Initialized
AGENT Thread-10: current phase name: Setup Phase
we have 0 goals
we have GoalWeight: 100  DistWeight: -10  ChipWeight: 5  CommWeight: 0 scoring
Event processed UpdateTile(blue, 0, 2)
org notification: Tile [id=null, cell=Cell [x=4, y=5], subject=white, time=2015-06-08 18:07:21.252, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=0], subject=blue, time=2015-06-08 18:07:21.259, clock=0]
#########################Game Initialized
AGENT Thread-12: current phase name: Setup Phase
we have 0 goals
we have GoalWeight: 100  DistWeight: -10  ChipWeight: 5  CommWeight: 0 scoring
org notification: Tile [id=null, cell=Cell [x=5, y=1], subject=brown, time=2015-06-08 18:07:21.26, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=2], subject=white, time=2015-06-08 18:07:21.262, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=3], subject=blue, time=2015-06-08 18:07:21.264, clock=0]
org notification: Tile [id=null, cell=Cell [x=5, y=4], subject=yellow, time=2015-06-08 18:07:21.27, clock=0]
Event processed UpdateTile(white, 0, 2)
org notification: Tile [id=null, cell=Cell [x=5, y=5], subject=blue, time=2015-06-08 18:07:21.275, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=0], subject=yellow, time=2015-06-08 18:07:22.678, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=1], subject=white, time=2015-06-08 18:07:22.68, clock=0]
Event processed UpdateTile(white, 0, 3)
org notification: Tile [id=null, cell=Cell [x=0, y=2], subject=white, time=2015-06-08 18:07:22.682, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=3], subject=brown, time=2015-06-08 18:07:22.684, clock=0]
Event processed UpdateTile(white, 0, 2)
org notification: Tile [id=null, cell=Cell [x=0, y=4], subject=yellow, time=2015-06-08 18:07:22.686, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=5], subject=white, time=2015-06-08 18:07:22.687, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=0], subject=blue, time=2015-06-08 18:07:22.689, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=1], subject=brown, time=2015-06-08 18:07:22.693, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=2], subject=brown, time=2015-06-08 18:07:22.694, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=3], subject=blue, time=2015-06-08 18:07:22.697, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=4], subject=white, time=2015-06-08 18:07:22.701, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=5], subject=brown, time=2015-06-08 18:07:22.703, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=0], subject=blue, time=2015-06-08 18:07:22.705, clock=0]
Event processed UpdateTile(blue, 0, 3)
org notification: Tile [id=null, cell=Cell [x=2, y=1], subject=brown, time=2015-06-08 18:07:22.707, clock=0]
